"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"001263","Sestriere","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"005106","Settime","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"001264","Settimo Rottaro","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"001265","Settimo Torinese","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",467,"p","dato provvisorio"
"001266","Settimo Vittone","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"006161","Sezzadio","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",17,"p","dato provvisorio"
"003138","Sillavengo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"006162","Silvano d'Orba","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",21,"p","dato provvisorio"
"004220","Sinio","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"003139","Sizzano","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"005107","Soglio","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"006163","Solero","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"006164","Solonghello","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"004221","Somano","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"004222","Sommariva del Bosco","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",85,"p","dato provvisorio"
"004223","Sommariva Perno","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",37,"p","dato provvisorio"
"003140","Soriso","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"001268","Strambinello","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"001269","Strambino","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",48,"p","dato provvisorio"
"103064","Stresa","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",33,"p","dato provvisorio"
"006168","Strevi","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"096065","Strona","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"002142","Stroppiana","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",15,"p","dato provvisorio"
"004224","Stroppo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"003143","Suno","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",21,"p","dato provvisorio"
"001270","Susa","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",63,"p","dato provvisorio"
"006169","Tagliolo Monferrato","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",43446,"p","dato provvisorio"
"ITC11","Torino","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",22950,"p","dato provvisorio"
"ITC12","Vercelli","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",1644,"p","dato provvisorio"
"ITC13","Biella","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",1548,"p","dato provvisorio"
"ITC14","Verbano-Cusio-Ossola","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",1460,"p","dato provvisorio"
"ITC15","Novara","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",3581,"p","dato provvisorio"
"ITC16","Cuneo","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",6227,"p","dato provvisorio"
"ITC17","Asti","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",2108,"p","dato provvisorio"
"ITC18","Alessandria","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",3928,"p","dato provvisorio"
"001272","Torino","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",9653,"p","dato provvisorio"
"002158","Vercelli","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",487,"p","dato provvisorio"
"003106","Novara","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",1101,"p","dato provvisorio"
"004078","Cuneo","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",593,"p","dato provvisorio"
"005005","Asti","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",791,"p","dato provvisorio"
"006003","Alessandria","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",975,"p","dato provvisorio"
"096004","Biella","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",433,"p","dato provvisorio"
"103072","Verbania","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",285,"p","dato provvisorio"
"004001","Acceglio","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"006001","Acqui Terme","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",167,"p","dato provvisorio"
"005001","Agliano Terme","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",15,"p","dato provvisorio"
"001001","Agliè","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",29,"p","dato provvisorio"
"096002","Andorno Micca","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",31,"p","dato provvisorio"
"001010","Andrate","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"001011","Angrogna","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"005003","Antignano","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"103001","Antrona Schieranco","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"001100","Exilles","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"006067","Fabbrica Curone","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"004161","Perletto","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"004162","Perlo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"001184","Perosa Argentina","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",26,"p","dato provvisorio"
"001185","Perosa Canavese","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"001186","Perrero","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"002091","Pertengo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"001187","Pertusio","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"004198","Ruffia","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"096056","Sagliano Micca","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",22,"p","dato provvisorio"
"096057","Sala Biellese","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"006150","Sala Monferrato","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"002126","Salasco","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"001231","Salassa","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",21,"p","dato provvisorio"
"001232","Salbertrand","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"006151","Sale","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",27,"p","dato provvisorio"
"004199","Sale delle Langhe","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"004200","Sale San Giovanni","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"001233","Salerano Canavese","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"002127","Sali Vercellese","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"004201","Saliceto","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"004212","Santa Vittoria d'Alba","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",33,"p","dato provvisorio"
"006156","Sant'Agata Fossili","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"004211","Sant'Albano Stura","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",26,"p","dato provvisorio"
"001255","Sant'Ambrogio di Torino","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",54,"p","dato provvisorio"
"002137","Serravalle Sesia","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",39,"p","dato provvisorio"
"096063","Sordevolo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"096064","Sostegno","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"003141","Sozzago","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"001267","Sparone","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"006165","Spigno Monferrato","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"006166","Spineto Scrivia","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"006167","Stazzano","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",19,"p","dato provvisorio"
"004225","Tarantasca","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",27,"p","dato provvisorio"
"006170","Tassarolo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"001271","Tavagnasco","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"002066","Guardabosone","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"096066","Tavigliano","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"003144","Terdobbiate","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"096067","Ternengo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"006171","Terruggia","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"006172","Terzo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"006173","Ticineto","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",18,"p","dato provvisorio"
"005108","Tigliole","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",16,"p","dato provvisorio"
"103065","Toceno","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"096068","Tollegno","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",22,"p","dato provvisorio"
"005109","Tonco","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"005110","Tonengo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"003146","Tornaco","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"001273","Torrazza Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",27,"p","dato provvisorio"
"096069","Torrazzo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"004226","Torre Bormida","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"001274","Torre Canavese","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"004227","Torre Mondovì","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"001275","Torre Pellice","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",48,"p","dato provvisorio"
"004228","Torre San Giorgio","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"004229","Torresina","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"006174","Tortona","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",238,"p","dato provvisorio"
"001276","Trana","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",31,"p","dato provvisorio"
"103067","Trasquera","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"001279","Traves","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"096071","Valdengo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",27,"p","dato provvisorio"
"004233","Valdieri","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"002152","Valduggia","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",15,"p","dato provvisorio"
"006177","Valenza","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",160,"p","dato provvisorio"
"005112","Valfenera","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",27,"p","dato provvisorio"
"001285","Valgioie","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"004234","Valgrana","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"096072","Vallanzengo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"096074","Valle San Nicolao","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"001286","Vallo Torinese","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"004235","Valloriate","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"006178","Valmacca","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"001287","Valperga","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",37,"p","dato provvisorio"
"001288","Valprato Soana","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"103069","Valstrona","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"103070","Vanzone con San Carlo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"003153","Vaprio d'Agogna","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"002156","Varallo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",50,"p","dato provvisorio"
"003154","Varallo Pombia","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",41,"p","dato provvisorio"
"001289","Varisella","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"103071","Varzo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",20,"p","dato provvisorio"
"001290","Vauda Canavese","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",15,"p","dato provvisorio"
"096075","Veglio","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"001292","Venaria Reale","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",319,"p","dato provvisorio"
"004237","Venasca","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"001291","Venaus","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"004238","Verduno","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"004239","Vernante","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",13,"p","dato provvisorio"
"001293","Verolengo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",34,"p","dato provvisorio"
"096076","Verrone","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",15,"p","dato provvisorio"
"001294","Verrua Savoia","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",18,"p","dato provvisorio"
"004240","Verzuolo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",60,"p","dato provvisorio"
"005113","Vesime","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"003158","Vespolate","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",22,"p","dato provvisorio"
"001295","Vestignè","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"004241","Vezza d'Alba","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",22,"p","dato provvisorio"
"001296","Vialfrè","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"005115","Viarigi","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"001299","Vigone","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",54,"p","dato provvisorio"
"006181","Viguzzolo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",31,"p","dato provvisorio"
"002078","Mollia","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"096078","Villa del Bosco","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"005119","Villa San Secondo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"006182","Villadeati","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"103075","Villadossola","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",58,"p","dato provvisorio"
"004244","Villafalletto","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",34,"p","dato provvisorio"
"005117","Villafranca d'Asti","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",23,"p","dato provvisorio"
"001300","Villafranca Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",37,"p","dato provvisorio"
"006183","Villalvernia","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"006184","Villamiroglio","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"096079","Villanova Biellese","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"001301","Villanova Canavese","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"005118","Villanova d'Asti","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",62,"p","dato provvisorio"
"004245","Villanova Mondovì","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",60,"p","dato provvisorio"
"006185","Villanova Monferrato","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",13,"p","dato provvisorio"
"004246","Villanova Solaro","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"001303","Villar Dora","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",27,"p","dato provvisorio"
"001305","Villar Focchiardo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",16,"p","dato provvisorio"
"001306","Villar Pellice","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"001307","Villar Perosa","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",43,"p","dato provvisorio"
"004247","Villar San Costanzo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",21,"p","dato provvisorio"
"001302","Villarbasse","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",23,"p","dato provvisorio"
"002163","Villarboit","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"001304","Villareggia","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"006186","Villaromagnano","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"001308","Villastellone","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",49,"p","dato provvisorio"
"002164","Villata","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",13,"p","dato provvisorio"
"103076","Villette","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"001309","Vinovo","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",162,"p","dato provvisorio"
"003164","Vinzaglio","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"001311","Vische","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"096081","Zimone","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"096082","Zubiena","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"096083","Zumaglia","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"003001","Agrate Conturbia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"096001","Ailoche","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"001002","Airasca","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",32,"p","dato provvisorio"
"004002","Aisone","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"001003","Ala di Stura","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"002002","Alagna Valsesia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",17,"p","dato provvisorio"
"004003","Alba","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",335,"p","dato provvisorio"
"002003","Albano Vercellese","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"004004","Albaretto della Torre","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"006002","Albera Ligure","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"001004","Albiano d'Ivrea","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",15,"p","dato provvisorio"
"005002","Albugnano","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"006004","Alfiano Natta","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"006005","Alice Bel Colle","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"001006","Almese","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",61,"p","dato provvisorio"
"001007","Alpette","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"001008","Alpignano","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",188,"p","dato provvisorio"
"006007","Altavilla Monferrato","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",3,"p","dato provvisorio"
